Title,Genre,Release date,Metascore,N. Critics,User Score,N. Users,Developer,Publisher
Night Call,Adventure,"Jul 17, 2019",68,27,5.6,25,BlackMuffin Studio,Raw Fury
Crystar,Action RPG,"Aug 27, 2019",67,13,9.5,2265,Gemdrops,Spike Chunsoft
Life is Strange: Arcadia Bay Collection,Compilation,"Sep 27, 2022",66,18,5.2,28,Deck Nine Games,Square Enix
Detective Pikachu Returns,Third-Person Adventure,"Oct 6, 2023",66,92,4.5,69,Creatures Inc.,Nintendo
Gal*Gun: Double Peace,Light Gun,"Aug 2, 2016",64,21,7.1,59,Inti Creates,PQube
Beautiful Desolation,Adventure,"Feb 26, 2020",76,14,6.7,43,THE BROTHERHOOD,THE BROTHERHOOD
Fallen Legion: Rise to Glory,Action RPG,"May 29, 2018",66,11,6.5,11,YummyYummyTummy,NIS America
Fairy Fencer F: Advent Dark Force,JRPG,"Jul 26, 2016",71,21,7.1,61,Compile Heart,Idea Factory
Code of Princess EX,Action RPG,"Jul 31, 2018",66,20,7.1,22,Nicalis,Nicalis
Mutant Football League: Dynasty Edition,Football,"Oct 30, 2018",66,10,7.1,23,Nighthawk Interactive,Nighthawk Interactive
Tiny Metal,Turn-Based Tactics,"Dec 21, 2017",68,12,4.1,16,AREA35,AREA35
The Stillness of the Wind,Point-and-Click,"Feb 7, 2019",66,7,6.0,4,Memory of God / Lambic Studios,Fellow Traveller
Wonder Boy: Asha in Monster World,2D Platformer,"May 28, 2021",66,42,6.4,29,Artdink,ININ Games
Mr. Shifty,Linear Action Adventure,"Apr 13, 2017",66,23,6.9,55,Team Shifty,tinyBuild
The Smurfs: Mission Vileaf,3D Platformer,"Nov 16, 2021",66,8,7.4,12,OSome Studio,Microids
The Outer Worlds,Western RPG,"Oct 25, 2019",85,82,7.9,1669,Obsidian Entertainment,Private Division
This Is the Police,Virtual Career,"Aug 2, 2016",66,35,7.7,271,Weappy Studio,THQ Nordic
Wolfenstein: Youngblood,FPS,"Jul 26, 2019",69,59,2.6,980,MachineGames,Bethesda Softworks
Smurfs Kart,Auto Racing,"Nov 15, 2022",66,14,8.3,4,Eden Games Mobile,Maximum Games
FOX n FORESTS,2D Platformer,"May 17, 2018",66,9,7.3,25,Bonus Level Entertainment,Bonus Level Entertainment
Warborn,Turn-Based Tactics,"Jun 12, 2020",66,7,tbd,N/A,Raredrop Games Ltd,PQube
Nights of Azure 2: Bride of the New Moon,Action RPG,"Oct 24, 2017",66,32,6.9,41,Gust,Koei Tecmo Games
Galaxy Champions TV,Top-Down Shoot-'Em-Up,"Oct 3, 2019",65,9,4.8,4,aQuadiun,Silesia Games
Kirby Fighters 2,2D Fighting,"Sep 23, 2020",65,39,7.9,42,HAL Labs,Nintendo
The Legend of Legacy HD Remastered,JRPG,"Mar 22, 2024",65,11,tbd,N/A,Cattle Call,NIS America
Heroland,JRPG,"Dec 3, 2019",65,13,7.3,4,FuRyu,XSEED Games
Pac-Man World: Re-PAC,3D Platformer,"Aug 26, 2022",71,30,7.7,29,Bandai Namco Games,Bandai Namco Games
Star Wars: The Force Unleashed,Linear Action Adventure,"Sep 16, 2008",73,74,7.0,354,LucasArts,LucasArts
Aerial_Knight's Never Yield,2D Platformer,"May 19, 2021",65,11,6.0,4,Aerial_Knight,Headup Games
Pokemon Scarlet / Pokemon Violet: The Hidden Treasure of Area Zero - Part 1: The Teal Mask,Trainer RPG,"Sep 13, 2023",65,39,4.7,152,Game Freak,The Pokemon Company
GetsuFumaDen: Undying Moon,2D Platformer,"Feb 9, 2022",65,17,7.4,7,GuruGuru,Konami
LEGO The Incredibles,Open-World Action,"Jun 15, 2018",69,35,5.5,61,TT Fusion,Warner Bros. Interactive Entertainment
The Red Lantern,Survival,"Oct 22, 2020",65,14,5.4,11,Timberline Studio,Timberline Studio
88 Heroes: 98 Heroes Edition,2D Platformer,"Oct 10, 2017",65,11,6.4,8,Bitmap Bureau,Rising Star Games
Minabo - A walk through life,Virtual Life,"Apr 28, 2023",65,10,tbd,N/A,DevilishGames,DevilishGames
Super Blood Hockey,Hockey,"Apr 26, 2019",65,7,5.4,13,Kittehface Software,Digerati Distribution
Bio Motor Unitron,RPG,"May 26, 2022",65,10,tbd,N/A,SNK Corporation,SNK Corporation
Vostok Inc.,Top-Down Shoot-'Em-Up,"Dec 7, 2017",65,8,7.1,12,Nosebleed Interactive,Wired Productions
Space Invaders Forever,Compilation,"Dec 11, 2020",65,15,tbd,N/A,Taito Corporation,ININ Games
TOHU,Point-and-Click,"Jan 28, 2021",65,12,tbd,N/A,Fireart Games,The Irregular Corporation
911 Operator,Strategy,"Feb 24, 2017",68,8,6.7,77,Jutsu Games,PlayWay
Spelunker Party,2D Platformer,"Oct 19, 2017",65,25,6.8,15,Tozai Games,Square Enix
My Hero One's Justice 2,3D Fighting,"Mar 13, 2020",68,36,5.1,56,Bandai Namco Games,Bandai Namco Games
The VideoKid,Arcade,"Aug 30, 2018",65,10,5.8,4,Chorus Worldwide,Chorus Worldwide
HyperBrawl Tournament,Party,"Oct 20, 2020",65,7,tbd,N/A,Milky Tea Studios,Milky Tea Studios
Graveyard Keeper,Virtual Career,"Aug 15, 2018",69,16,7.3,193,Lazy Bear Games,tinyBuild
Spelunker Party,2D Platformer,"Oct 19, 2017",65,25,6.8,15,Tozai Games,Square Enix
Golden Force,2D Platformer,"Jan 28, 2021",65,22,tbd,N/A,Storybird,Just For Games
SELF,Text Adventure,"Jan 16, 2020",65,7,tbd,N/A,doBell,indienova
Cyanide & Happiness - Freakpocalypse,Action Adventure,"Mar 11, 2021",60,17,6.5,6,Explosm,Serenity Forge
Within the Blade,2D Platformer,"Jul 16, 2021",65,10,tbd,N/A,Ametist Studio,Ratalaika Games
Little Orpheus,2D Platformer,"Sep 13, 2022",65,9,6.2,6,Secret Mode,Secret Mode
Ace Angler: Fishing Spirits,Fishing,"Oct 28, 2022",65,7,tbd,N/A,Racjin,Bandai Namco Games
Jet Kave Adventure,2D Platformer,"Sep 17, 2019",65,20,6.5,30,7Levels,7Levels
Neptunia x Senran Kagura: Ninja Wars,Action RPG,"Apr 19, 2022",65,16,8.2,11,Tamsoft,Idea Factory
Kill la Kill: IF,3D Fighting,"Jul 26, 2019",68,22,6.5,60,Aplus,Arc System Works
198X,Party,"Jun 20, 2019",63,14,6.1,28,Hi-Bit Studios,Hi-Bit Studios
Breakout: Recharged,Arcade,"Feb 10, 2022",65,11,tbd,N/A,Adamvision Studios,Atari
Eiyuden Chronicle: Rising,Action RPG,"May 10, 2022",71,30,6.4,50,NATSUME ATARI Inc.,505 Games
Maneater,Open-World Action,"May 22, 2020",70,47,6.5,236,Tripwire Interactive,Tripwire Interactive
Titan Quest,Action RPG,"Jun 26, 2006",77,51,7.9,435,Iron Lore Entertainment,THQ
Dead or School,Action RPG,"Mar 13, 2020",65,9,7.3,15,Studio Nanafushi,Marvelous AQL
Alex Kidd in Miracle World DX,2D Platformer,"Jun 22, 2021",65,31,6.5,37,Jankenteam,Merge Games
Battle Princess Madelyn,2D Platformer,"Dec 20, 2018",65,16,6.6,17,Causal Bit Games,Causal Bit Games
Poi,3D Platformer,"Oct 23, 2017",65,11,6.9,14,PolyKid,PolyKid
EGGLIA Rebirth,JRPG,"Feb 10, 2022",65,11,tbd,N/A,Brownies,Brownies
Kao the Kangaroo,3D Platformer,"May 27, 2022",65,17,7.6,29,Tate Multimedia,Tate Multimedia
I Am The Hero,2D Beat-'Em-Up,"Nov 30, 2018",65,7,tbd,N/A,Crazyant,Ratalaika Games
Morphite,Action Adventure,"Nov 2, 2017",65,8,6.6,16,Crescent Moon Games,Blowfish Studios
Bee Simulator,Open-World Action,"Nov 14, 2019",58,15,5.6,35,Varsav Game Studios,Bigben Interactive
Front Mission 2 Remake,Turn-Based Tactics,"Oct 5, 2023",65,11,5.9,21,Storm Trident,Forever Entertainment
Gekido Advance: Kintaro's Revenge,2D Beat-'Em-Up,"Nov 25, 2003",70,7,tbd,N/A,Naps Team,Zoo Digital Publishing
Human: Fall Flat,3D Platformer,"Jul 22, 2016",70,22,7.3,195,No Brakes Games,Curve Digital
NeoGeo Pocket Color Selection Vol. 2,Compilation,"Nov 9, 2022",65,8,tbd,N/A,Code Mystics Inc.,SNK
AO Tennis 2,Tennis,"Feb 11, 2020",69,21,6.5,53,Big Ant Studios,Bigben Interactive
Gear.Club Unlimited,Auto Racing Sim,"Nov 21, 2017",64,36,6.5,70,Eden Games Mobile,Microids
Star Wars Jedi Knight II: Jedi Outcast,Linear Action Adventure,"Mar 26, 2002",89,35,8.6,537,Raven Software,Activision
VESTA,Action Adventure,"Jan 19, 2018",64,7,6.2,6,FinalBoss Games,FinalBoss Games
Pokemon Quest,Action RPG,"May 29, 2018",64,12,5.9,172,Game Freak,Nintendo
Nickelodeon Kart Racers 3: Slime Speedway,Auto Racing,"Oct 14, 2022",70,11,6.8,10,Bamtang,GameMill Entertainment
League of Evil,2D Platformer,"Feb 3, 2011",86,17,6.7,9,Ravenous Games,Ravenous Games
Dragon Star Varnir,JRPG,"Jun 11, 2019",75,15,6.8,39,Compile Heart,Idea Factory
Pokemon Cafe Mix,Matching Puzzle,"Jun 23, 2020",64,8,6.6,26,Genius Sonority Inc.,Nintendo
Touhou Genso Wanderer Reloaded,Roguelike,"Jul 17, 2018",64,8,7.0,9,Mediascape,NIS America
NUTS,First-Person Adventure,"Feb 4, 2021",64,11,6.2,5,"Joon, Pol, Muutsch, Char & Torfi",Noodlecake Studios
Blanc,Third-Person Adventure,"Feb 14, 2023",64,25,5.2,29,Casus Ludi,Gearbox Publishing
Little Town Hero,JRPG,"Oct 16, 2019",64,26,4.8,188,Game Freak,Game Freak
Adore,Trainer RPG,"Aug 3, 2023",64,8,tbd,N/A,Cadabra Games,QUByte Interactive
My Time at Sandrock,RPG,"Nov 2, 2023",80,18,7.7,66,Pathea Games,Pathea Games
Nightmare Reaper,FPS,"Mar 28, 2022",82,12,7.4,19,Blazing Bit Games,Blazing Bit Games
PUSS!,Action Puzzle,"Feb 19, 2021",64,16,7.5,13,teamCOIL,Samustai
Dr Kawashima's Brain Training for Nintendo Switch,Edutainment,"Dec 27, 2019",64,21,6.4,41,Nintendo,Nintendo
Made in Abyss: Binary Star Falling into Darkness,Action RPG,"Sep 2, 2022",64,10,7.0,13,Chime,Spike Chunsoft
WRC 9 FIA World Rally Championship,Auto Racing Sim,"Sep 4, 2020",81,24,5.6,54,KT Racing,Bigben Interactive
Urban Trial Tricky,Biking,"Jun 25, 2020",64,13,7.6,17,Tate Multimedia,Tate Multimedia
SIMULACRA,Virtual Life,"Dec 3, 2019",72,11,6.6,7,Kaigan Games,Wales Interactive
Rock of Ages 3: Make & Break,Defense,"Jul 21, 2020",72,15,5.9,20,ACE Team,Modus Games
Seven Pirates H,JRPG,"May 12, 2022",64,8,8.3,7,Compile Heart,EastAsiaSoft
Townsmen: A Kingdom Rebuilt,Management,"Nov 9, 2018",64,8,tbd,N/A,HandyGames,HandyGames
RiME,Third-Person Adventure,"May 26, 2017",80,66,7.8,362,Tequila Works,Tequila Works
Mercenaries Wings: The False Phoenix,Turn-Based Tactics,"Nov 8, 2018",64,8,6.2,9,RideonJapan,CIRCLE Entertainment
The friends of Ringo Ishikawa,2D Beat-'Em-Up,"Apr 3, 2019",64,8,6.7,30,yeo,CIRCLE Entertainment
Afterimage,Metroidvania,"Apr 25, 2023",79,13,7.7,30,Aurogon Shanghai,Modus Games
Cultist Simulator,Card Battle,"May 31, 2018",71,18,7.0,45,Weather Factory,Weather Factory
Sleep Tight (2018),Top-Down Shoot-'Em-Up,"Jul 26, 2018",64,8,6.0,4,We Are Fuzzy,We Are Fuzzy
Snooker 19,Billiards,"Apr 17, 2019",70,8,4.8,8,Lab42,Ripstone
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,JRPG,"Mar 27, 2018",74,24,7.1,39,Gust,Koei Tecmo Games
Tales of Symphonia Remastered,Action RPG,"Feb 17, 2023",63,26,3.9,26,Bandai Namco Games,Bandai Namco Games
InnerSpace,Aircraft Sim,"Jan 16, 2018",63,17,7.0,8,PolyKnight Games,PolyKnight Games
The World Next Door,Action Adventure,"Mar 27, 2019",63,9,5.8,12,Rose City Games,VIZ Media
Penny-Punching Princess,Action RPG,"Apr 3, 2018",63,22,6.1,14,Nippon Ichi Software,NIS America
Cobra Kai: The Karate Kid Saga Continues,2D Beat-'Em-Up,"Oct 27, 2020",67,11,6.2,16,Flux Games,GameMill Entertainment
Gibbon: Beyond the Trees,2D Platformer,"May 11, 2022",63,9,5.9,7,Broken Rules,Broken Rules
Panzer Dragoon,Rail Shooter,"Mar 26, 2020",63,25,7.5,108,MegaPixel Studio,Forever Entertainment
All-Star Fruit Racing,Auto Racing,"Aug 21, 2018",63,11,3.3,12,3DClouds,PQube
NBA Playgrounds,Basketball,"May 9, 2017",63,24,6.5,98,Saber Interactive,Saber Interactive
King's Bounty II,Turn-Based Tactics,"Aug 24, 2021",63,46,5.1,142,1C Entertainment,1C Entertainment
Dokapon Kingdom: Connect,Party,"May 9, 2023",63,11,4.6,9,Sting,Idea Factory
Chocobo GP,Arcade Racing,"Mar 10, 2022",63,75,2.4,145,Arika,Square Enix
Lost in Harmony,Rhythm,"Jun 21, 2018",63,15,6.0,7,Digixart Entertainment,Playdius
State of Mind,Third-Person Adventure,"Aug 15, 2018",69,31,7.5,71,Daedalic Entertainment,Daedalic Entertainment
Ty the Tasmanian Tiger 4: Bush Rescue Returns,2D Platformer,"Sep 26, 2023",63,8,tbd,N/A,Krome Studios,Krome Studios
TT Isle of Man: Ride On The Edge 2,Auto Racing,"Mar 19, 2020",74,19,5.6,18,KT Racing,Bigben Interactive
BAFL: Brakes Are For Losers,Auto Racing,"Apr 19, 2018",63,14,tbd,N/A,Oudidon,Oudidon
The Lost Child,JRPG,"Jun 19, 2018",62,12,4.9,11,Kadokawa,NIS America
The Way Remastered,2D Platformer,"Apr 20, 2018",63,9,6.7,84,Puzzling Dream,Puzzling Dream
Cat Girl Without Salad: Amuse-Bouche,Horizontal Shoot-'Em-Up,"Apr 1, 2020",63,9,8.8,4,WayForward,WayForward
Felix the Cat,2D Platformer,"Mar 28, 2024",63,8,5.6,9,Carbon Engine,Konami
Fire Emblem: Shadow Dragon & the Blade of Light,Turn-Based Tactics,"Dec 4, 2020",63,32,7.5,34,Intelligent Systems,Nintendo
Windbound,Survival,"Aug 28, 2020",64,48,5.3,25,5 Lives Studios,5 Lives Studios
Super Monkey Ball: Banana Blitz HD,Party,"Oct 29, 2019",63,24,5.0,45,Ryu ga Gotoku Studios,Sega
Mosaic,Adventure,"Dec 5, 2019",70,24,6.0,29,Krillbite Studio,Raw Fury
Torchlight III,Action RPG,"Oct 13, 2020",65,31,3.3,81,"Echtra Games, Inc.",Perfect World Entertainment
YIIK: A Postmodern RPG,JRPG,"Jan 17, 2019",63,14,4.9,42,Ackkstudios,Ackkstudios
Save Koch,Real-Time Strategy,"Mar 6, 2020",63,9,6.8,8,Wooden Monkeys,OverGamez
Taito Milestones,Compilation,"Apr 15, 2022",63,17,tbd,N/A,Taito Corporation,ININ Games
Stela,2D Platformer,"Oct 17, 2019",73,19,6.4,15,SkyBox Labs,SkyBox Labs
Dragon Quest,JRPG,"Sep 27, 2019",63,10,7.0,28,Square Enix,Square Enix
Garage,Survival,"May 10, 2018",63,8,6.3,15,tinyBuild,tinyBuild
Townscaper,Strategy,"Aug 26, 2021",63,7,6.6,19,Oskar Stalberg,Raw Fury
Disney Tsum Tsum Festival,Party,"Nov 8, 2019",63,14,4.7,12,B.B.Studio,Bandai Namco Games
The Low Road,Point-and-Click,"Aug 23, 2018",63,10,tbd,N/A,XGenStudios,XGenStudios
Etherborn,3D Platformer,"Jul 18, 2019",75,15,7.5,18,Altered Matter,Akupara Games
Astria Ascending,JRPG,"Sep 30, 2021",68,22,5.1,13,Artisan Studios,Dear Villagers
Bookbound Brigade,Metroidvania,"Jan 30, 2020",62,9,tbd,N/A,Digital Tales,IntraGames
Fashion Dreamer,Virtual Life,"Nov 3, 2023",62,23,6.1,29,syn Sophia,Marvelous Inc.
Go Vacation,Party,"Oct 11, 2011",64,28,8.2,38,Namco Bandai Games,Namco Bandai Games
Monark,RPG,"Feb 22, 2022",66,28,5.8,21,Lancarse,NIS America
The Last Remnant Remastered,JRPG,"Dec 6, 2018",70,20,7.1,36,Square Enix,Square Enix
Super Bomberman R,Action Puzzle,"Mar 3, 2017",62,64,6.7,345,Konami,Konami
Sniper Elite V2 Remastered,Tactical Third Person Shooter,"May 14, 2019",73,14,7.2,27,Rebellion,Rebellion
Lost Ember,Open-World Action,"Nov 22, 2019",70,20,7.2,29,Mooneye Studios,Mooneye Studios
The Coma: Recut,Survival,"Dec 21, 2017",62,7,6.4,18,Devespresso Games,Digerati Distribution
Override: Mech City Brawl,Action,"Dec 4, 2018",59,13,6.7,6,"The Balance, Inc",Modus Games
Jurassic World Aftermath Collection,Compilation,"Nov 10, 2022",62,11,tbd,N/A,Coatsink Software,Coatsink Software
Gal*Gun 2,Light Gun,"Apr 24, 2018",62,14,7.0,39,Inti Creates,PQube
Senran Kagura: Peach Ball,Pinball,"Jul 9, 2019",62,25,7.8,26,Honey Parade Games,XSEED Games
Neverout,Puzzle,"Jul 10, 2018",62,9,7.6,8,Gamedust,Gamedust
Hokko Life,Virtual Life,"Sep 27, 2022",62,12,2.8,4,Wonderscope,Team17
Trailblazers,Future Racing,"May 8, 2018",63,16,6.0,8,Supergonk,Rising Star Games
Space Crew,Space Combat Sim,"Oct 15, 2020",59,9,6.5,12,Runner Duck,Curve Digital
Rad Rodgers,2D Platformer,"Feb 21, 2018",66,15,5.5,17,THQ Nordic,THQ Nordic
Galak-Z: Variant S,Vertical Shoot-'Em-Up,"Jul 12, 2018",62,10,6.3,6,17-Bit,GungHo
NEOVERSE,JRPG,"Jan 21, 2021",62,11,tbd,N/A,Tino Games,Undefined
Super Neptunia RPG,Action RPG,"Jun 25, 2019",60,14,3.8,24,Artisan Studios,Idea Factory
Giraffe and Annika,Third-Person Adventure,"Aug 25, 2020",62,11,6.0,4,Atelier Mimina,NIS America
TurtlePop: Journey to Freedom,Action Puzzle,"Mar 9, 2018",62,7,tbd,N/A,Zengami,DigiPen Game Studios
World's End Club,Action Adventure,"May 28, 2021",62,29,6.3,32,Too Kyo Games,NIS America
Yu-Gi-Oh! RUSH DUEL: Dawn of the Battle Royale!!,Card Battle,"Dec 7, 2021",62,9,6.4,8,Konami,Konami
Raging Justice,2D Beat-'Em-Up,"May 8, 2018",61,10,6.0,6,MakinGames,Team17
Fatal Fury: First Contact,2D Fighting,"Dec 23, 2020",62,12,tbd,N/A,Code Mystics Inc.,SNK Corporation
Power Rangers: Battle for the Grid,2D Fighting,"Mar 26, 2019",62,15,6.4,19,nWay,nWay
Haunted Dungeons: Hyakki Castle,RPG,"Nov 14, 2017",65,10,tbd,N/A,Asakusa Studios,Happinet
Monster Menu: The Scavenger's Cookbook,JRPG,"May 23, 2023",62,9,tbd,N/A,Nippon Ichi Software,NIS America
Sphinx and the Cursed Mummy,Action Adventure,"Nov 10, 2003",78,28,7.0,26,Eurocom,THQ
A Gummy's Life,Party,"Sep 25, 2018",61,7,8.0,5,EP Games,EP Games
Gal Metal,Rhythm,"Oct 30, 2018",61,21,5.3,12,Now Production,XSEED Games
WRC 8 FIA World Rally Championship,Auto Racing,"Sep 10, 2019",79,24,5.8,57,Kylotonn,Bigben Interactive
Arcade Classics Anniversary Collection,Compilation,"Apr 18, 2019",61,13,4.8,5,Konami,Konami
The Sinking City,Survival,"Jun 27, 2019",71,51,6.0,281,Frogwares,Frogwares
Skully,3D Platformer,"Aug 4, 2020",63,17,6.5,4,Finish Line Games,Modus Games
Seven Knights -Time Wanderer-,RPG,"Nov 5, 2020",61,12,tbd,N/A,Netmarble Games Corp.,Netmarble Games Corp.
Poison Control,Action RPG,"Apr 13, 2021",62,17,6.9,7,Nippon Ichi Software,NIS America
Dead by Daylight,Survival,"Jun 20, 2017",64,18,5.4,488,505 Games,505 Games
Infini,Adventure,"Jul 3, 2020",61,10,8.6,12,Barnaque,Nakana.io
Staxel,Tycoon,"Sep 23, 2021",61,7,5.8,4,Plukit,Plukit
Staxel,Tycoon,"Sep 23, 2021",61,7,5.8,4,Plukit,Plukit
Ganryu 2: Hakuma Kojiro,2D Platformer,"Mar 9, 2022",69,10,6.3,4,Storybird,Just For Games
Panorama Cotton,Vertical Shoot-'Em-Up,"Oct 29, 2021",61,8,tbd,N/A,Success,ININ Games
Digimon World: Next Order,Trainer RPG,"Jan 31, 2017",68,35,7.0,172,B.B.Studio,Bandai Namco Games
Detective Gallo,Point-and-Click,"Aug 17, 2018",61,10,6.0,12,Footprints Games,Adventure Productions
Ninja Shodown,Party,"Oct 5, 2017",61,7,tbd,N/A,Bitmap Bureau,Rising Star Games
Curse of the Sea Rats,Metroidvania,"Apr 6, 2023",61,12,3.5,18,PETOONS STUDIO SL,PQube
The Ramp,Skating,"Aug 3, 2021",82,8,6.2,5,Hyperparadise,Hyperparadise
Deiland,Sandbox,"Apr 15, 2021",61,18,tbd,N/A,Chibig,Chibig
Georifters,2D Platformer,"Sep 18, 2020",61,9,tbd,N/A,Busy Toaster,Leoful
Hello Kitty and Friends: Happiness Parade,Rhythm,"Oct 26, 2023",61,7,tbd,N/A,Dabadu Games,Rogue Games
Crimsonland,Top-Down Shoot-'Em-Up,"Jul 15, 2014",64,16,6.3,39,10tons,10tons
Asphalt 9: Legends,Auto Racing,"Jul 26, 2018",74,9,6.3,59,Gameloft,Gameloft
Shadow Corridor,Survival,"Oct 26, 2021",61,7,tbd,N/A,KazukiShiroma,NIS America
RemiLore: Lost Girl in the Lands of Lore,Action Adventure,"Feb 26, 2019",61,20,4.7,9,Pixellore,Nicalis
Catan Universe,Board,"Jun 20, 2019",61,13,2.6,14,exozet,Asmodee
Zoids Wild: Blast Unleashed,Action,"Oct 16, 2020",61,10,tbd,N/A,Takara Tomy,Outright Games
Super Cane Magic ZERO,JRPG,"May 30, 2019",77,8,5.6,14,STUDIO EVIL,IntraGames
BRAWL,Arcade,"Apr 28, 2015",62,18,6.4,70,Bloober Team,Bloober Team
Aka,Virtual Life,"Dec 14, 2022",60,8,5.0,4,Cosmo Gatto,Neowiz
Final Fantasy Crystal Chronicles: Remastered Edition,Action RPG,"Aug 27, 2020",59,40,5.0,43,Square Enix,Square Enix
The Caligula Effect,JRPG,"May 2, 2017",58,22,6.7,23,Aquria,Atlus
Endless Ocean Luminous,Third-Person Adventure,"May 2, 2024",60,65,5.6,65,Arika,Nintendo
Dragon Quest II,JRPG,"Sep 27, 2019",60,9,5.7,19,Square Enix,Square Enix
The Bunker (2016),Point-and-Click,"Sep 20, 2016",69,14,5.6,47,Splendy Games,Wales Interactive
Payday 2,FPS,"Aug 13, 2013",79,51,4.0,4099,Overkill Software,505 Games
SNK Heroines: Tag Team Frenzy,2D Fighting,"Sep 7, 2018",60,24,6.6,57,SNK Corporation,NIS America
Turok 2: Seeds of Evil Remaster,FPS,"Aug 9, 2019",60,8,7.8,13,Nightdive Studios,Nightdive Studios
Coffee Crisis,2D Beat-'Em-Up,"Nov 30, 2018",60,10,4.3,8,Mega Cat Studios,Mega Cat Studios
Rogue Trooper Redux,Third Person Shooter,"Oct 17, 2017",59,22,6.9,11,Sold Out,Sold Out
Shelter Generations,Compilation,"Apr 12, 2018",60,8,6.0,5,Might and Delight,CIRCLE Entertainment
Mato Anomalies,JRPG,"Mar 10, 2023",63,13,5.8,6,Arrowiz,Prime Matter
Papetura,Point-and-Click,"Dec 1, 2022",60,8,tbd,N/A,Feardemic,Feardemic
Gothic,Action RPG,"Nov 23, 2001",81,14,8.6,1311,Piranha Bytes,Xicat Interactive
Super Crazy Rhythm Castle,Rhythm,"Nov 14, 2023",60,8,tbd,N/A,Second Impact Games,Konami
I and Me,2D Platformer,"Jul 13, 2017",60,11,6.7,18,Wish Fang,Ratalaika Games
Rose & Camellia Collection,Compilation,N/A,60,9,tbd,N/A,Nigoro,WayForward
Brawlout,2D Fighting,"Dec 19, 2017",60,20,5.6,47,Angry Mob Games,Angry Mob Games
Riverbond,Action Adventure,"Dec 10, 2019",60,10,6.0,4,Cococucumber,Cococucumber
Best Friend Forever,Visual Novel,"Aug 27, 2020",60,13,4.4,5,Starcolt,Alliance
WRITHE,FPS,"Jan 15, 2021",60,7,8.7,16,MissionCtrlStudios,MissionCtrlStudios
Gigantosaurus: The Game,Action Adventure,"Mar 27, 2020",60,9,tbd,N/A,Cyber Group Studios,Outright Games
Mega Man X Legacy Collection 2,Compilation,"Jul 24, 2018",60,13,5.3,31,Digital Works Entertainment,Capcom
Assassin's Creed III Remastered,Open-World Action,"Mar 29, 2019",72,32,5.4,279,Ubisoft,Ubisoft
Warriors Orochi 4,3D Beat-'Em-Up,"Oct 16, 2018",72,29,8.1,61,Omega Force,Koei Tecmo Games
Zombie Driver: Ultimate Edition,Vehicle Combat Sim,"Jul 25, 2019",60,11,tbd,N/A,EXOR Studios,EXOR Studios
Snow Bros. Nick & Tom Special,2D Platformer,"May 19, 2022",60,7,5.1,7,CRT Games,"Daewon Media Co., Ltd."
Claybook,3D Platformer,"Mar 12, 2019",60,11,5.7,10,Second Order,Second Order
Dusk Diver 2,3D Beat-'Em-Up,"Aug 30, 2022",60,10,tbd,N/A,Wanin International,Idea Factory
Biomutant,Action RPG,"May 25, 2021",66,65,6.2,540,Experiment 101,THQ Nordic
Farming Simulator 20,Virtual Career,"Dec 3, 2019",59,8,2.3,19,Giants Software,Focus Home Interactive
Liberated,Linear Action Adventure,"Jun 2, 2020",59,33,6.7,30,Atomic Wolf,Walkabout Games
The Dark Crystal: Age of Resistance Tactics,Turn-Based Tactics,"Feb 4, 2020",59,23,6.9,22,BonusXP,Netflix
Blair Witch,Survival,"Aug 30, 2019",69,51,6.3,499,Bloober Team,Bloober Team
Surgeon Simulator CPR,Virtual Career,"Sep 13, 2018",59,7,3.8,10,Bossa Studios,Bossa Studios
Sisters Royale: Five Sisters Under Fire,Vertical Shoot-'Em-Up,"Jan 30, 2020",59,7,tbd,N/A,Alfa System,Chorus Worldwide
Gods Will Fall,Open-World Action,"Jan 28, 2021",63,25,5.4,12,Clever Beans,Deep Silver
A Knight's Quest,Open-World Action,"Oct 10, 2019",59,9,4.9,17,Sky9,Curve Digital
LEGO Worlds,Sandbox,"Mar 7, 2017",66,35,6.2,92,TT Games,Warner Bros. Interactive Entertainment
GRIP: Combat Racing,Auto Racing,"Nov 6, 2018",71,20,5.3,23,Caged Element Inc.,Wired Productions
Devious Dungeon,2D Platformer,"Mar 6, 2014",79,8,tbd,N/A,N/A,N/A
Vambrace: Cold Soul,Roguelike,"May 28, 2019",59,16,5.6,20,Devespresso Games,Headup Games
RPG Maker MV,Application,"Sep 8, 2020",59,7,7.6,17,Kadokawa,NIS America
Astro Duel,Top-Down Shoot-'Em-Up,"May 30, 2017",59,8,6.4,15,Panic Button,Panic Button
Bright Memory: Infinite,FPS,"Nov 11, 2021",67,36,7.1,115,FYQD-Studio,Playism
Skellboy,Action RPG,"Jan 30, 2020",59,16,5.8,12,Umaiki Games,Fabraz
Summer in Mara,Adventure,"Jun 16, 2020",59,30,7.4,41,Chibig,Chibig
Godstrike,Top-Down Shoot-'Em-Up,"Apr 15, 2021",59,10,tbd,N/A,Freedom LLC,Freedom Games
Our World Is Ended.,Visual Novel,"Apr 18, 2019",59,7,7.3,23,RED Entertainment,PQube
Spirit of the North,Third-Person Adventure,"May 7, 2020",59,14,6.6,31,Infuse Studio,Merge Games
Disaster Report 4: Summer Memories,Survival,"Apr 7, 2020",51,27,6.0,40,Granzella Inc.,NIS America
